,BusNum,BusNum:1,LineCircuit,LineR,LineX,BranchDeviceType,LineStatus,Latitude,Longitude,Latitude:1,Longitude:1,BusNomVolt,LineLimitPercent,LineMVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lim MVA C
459,372,371,1,0.00025,0.03602,Transformer,Closed,33.94,-81.38,33.94,-81.38,138,0,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
460,373,372,1,0.00058,0.00318,Line,Closed,33.94,-81.38,33.94,-81.38,138,0,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
461,375,374,1,0.0005,0.00301,Line,Closed,33.75,-81.04,33.75,-81.04,138,0,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
462,376,469,1,0.00491,0.04503,Line,Closed,35.07,-82.07,35.02,-82.28,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
463,376,460,1,0.00225,0.02156,Line,Closed,35.07,-82.07,35.12,-82.13,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
464,376,429,1,0.00275,0.02636,Line,Closed,35.07,-82.07,35.11,-81.97,345,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
465,376,495,1,0.00333,0.03194,Line,Closed,35.07,-82.07,35,-81.96,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
466,377,376,1,0.0005,0.00335,Line,Closed,35.07,-82.07,35.07,-82.07,138,0,162.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
467,378,336,1,0.00508,0.04877,Line,Closed,34.57,-80.91,34.52,-81.11,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
468,378,318,1,0.0013,0.0125,Line,Closed,34.57,-80.91,34.6,-80.89,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
469,379,378,1,0.00059,0.00382,Line,Closed,34.57,-80.91,34.57,-80.91,138,0,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
470,380,202,1,0.00536,0.05147,Line,Closed,34.49,-81.6,34.42,-81.81,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
471,381,380,1,0.00053,0.00359,Line,Closed,34.49,-81.6,34.49,-81.6,345,0,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
472,383,382,1,0.00054,0.00357,Line,Closed,34.59,-82.12,34.59,-82.12,138,0,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
473,385,384,1,0.00057,0.00315,Line,Closed,34.63,-82.55,34.63,-82.55,138,0,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
474,386,14,2,0.00032,0.00455,Line,Closed,34.68,-82.84,34.79,-82.9,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
475,386,14,1,0.00032,0.00455,Line,Closed,34.68,-82.84,34.79,-82.9,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
476,387,470,1,0.00214,0.01961,Line,Closed,34.68,-82.84,34.74,-82.8,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
477,387,467,1,0.00315,0.0289,Line,Closed,34.68,-82.84,34.76,-82.76,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
478,387,386,2,0.00016,0.01653,Transformer,Closed,34.68,-82.84,34.68,-82.84,138,0,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
479,387,386,1,0.00016,0.01653,Transformer,Closed,34.68,-82.84,34.68,-82.84,138,0,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
480,388,386,1,0.00036,0.04243,Transformer,Closed,34.68,-82.84,34.68,-82.84,13.8,0,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
481,389,386,1,0.00043,0.03576,Transformer,Closed,34.68,-82.84,34.68,-82.84,13.8,0,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
482,390,386,1,0.00021,0.02728,Transformer,Closed,34.68,-82.84,34.68,-82.84,13.8,0,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
483,391,386,1,0.00023,0.02451,Transformer,Closed,34.68,-82.84,34.68,-82.84,13.8,0,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
484,392,386,1,0.00029,0.03299,Transformer,Closed,34.68,-82.84,34.68,-82.84,13.8,0,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
485,393,386,1,0.00024,0.03349,Transformer,Closed,34.68,-82.84,34.68,-82.84,138,0,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
486,394,386,1,0.00039,0.022,Transformer,Closed,34.68,-82.84,34.68,-82.84,138,0,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
487,395,386,1,0.00104,0.05624,Transformer,Closed,34.68,-82.84,34.68,-82.84,138,0,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
488,396,386,1,0.00015,0.02168,Transformer,Closed,34.68,-82.84,34.68,-82.84,138,0,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
489,397,387,1,0.00051,0.0033,Line,Closed,34.68,-82.84,34.68,-82.84,138,0,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
490,398,387,1,0.00069,0.00311,Line,Closed,34.68,-82.84,34.68,-82.84,138,0,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
491,399,312,1,0.00482,0.0463,Line,Closed,33.45,-81.86,33.3,-81.8,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
492,400,399,1,0.00069,0.00397,Line,Closed,33.45,-81.86,33.45,-81.86,138,0,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
493,401,5,1,0.00489,0.04692,Line,Closed,35.11,-81.22,35.01,-81.39,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
494,402,401,1,0.00051,0.00371,Line,Closed,35.11,-81.22,35.11,-81.22,13.8,0,123.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
495,404,403,1,0.00062,0.00347,Line,Closed,34.11,-81.98,34.11,-81.98,138,0,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
496,405,300,1,0.00337,0.0324,Line,Closed,34.86,-81.24,34.97,-81.19,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
497,406,405,1,0.00058,0.00355,Line,Closed,34.86,-81.24,34.86,-81.24,13.8,0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
498,407,80,1,0.00082,0.01082,Line,Closed,33.44,-81.91,33.66,-82.2,13.8,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
499,408,212,1,0.00288,0.02765,Line,Closed,33.44,-81.91,33.53,-81.94,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
500,408,407,1,0.00036,0.01366,Transformer,Closed,33.44,-81.91,33.44,-81.91,138,0,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
501,408,399,1,0.00162,0.01554,Line,Closed,33.44,-81.91,33.45,-81.86,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
502,409,407,1,0.00054,0.0611,Transformer,Closed,33.44,-81.91,33.44,-81.91,138,0,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
503,410,407,1,0.00027,0.04197,Transformer,Closed,33.44,-81.91,33.44,-81.91,138,0,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
504,411,407,1,0.00016,0.02349,Transformer,Closed,33.44,-81.91,33.44,-81.91,138,0,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
505,412,407,1,0.0002,0.02693,Transformer,Closed,33.44,-81.91,33.44,-81.91,138,0,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
506,413,407,1,0.00056,0.04036,Transformer,Closed,33.44,-81.91,33.44,-81.91,138,0,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
507,414,407,1,0.001,0.04423,Transformer,Closed,33.44,-81.91,33.44,-81.91,138,0,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
508,416,415,1,0.00053,0.00383,Line,Closed,33.8,-80.74,33.8,-80.74,138,0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
509,417,474,1,0.00346,0.03319,Line,Closed,35.03,-82.49,34.92,-82.44,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
510,417,251,1,0.00426,0.04093,Line,Closed,35.03,-82.49,34.99,-82.33,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
511,417,469,1,0.00489,0.04483,Line,Closed,35.03,-82.49,35.02,-82.28,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
512,417,468,1,0.00356,0.03267,Line,Closed,35.03,-82.49,35.08,-82.63,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
513,418,417,1,0.00065,0.00352,Line,Closed,35.03,-82.49,35.03,-82.49,138,0,109.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
514,419,48,1,0.00464,0.04453,Line,Closed,34.3,-82.43,34.26,-82.61,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
515,419,102,1,0.00364,0.03494,Line,Closed,34.3,-82.43,34.18,-82.43,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
516,420,419,1,0.00057,0.00375,Line,Closed,34.3,-82.43,34.3,-82.43,138,0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
517,421,354,1,0.00477,0.04577,Line,Closed,34.2,-81,34.33,-80.88,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
518,421,1,1,0.00537,0.05156,Line,Closed,34.2,-81,34.37,-81.09,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
519,422,421,1,0.00063,0.00311,Line,Closed,34.2,-81,34.2,-81,138,0,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
520,423,87,1,0.00184,0.01763,Line,Closed,34.89,-81.02,34.94,-81.03,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
521,423,496,1,0.00374,0.03594,Line,Closed,34.89,-81.02,35.02,-81.01,138,0,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
522,424,423,1,0.00068,0.00386,Line,Closed,34.89,-81.02,34.89,-81.02,138,0,273.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
523,425,297,1,0.00028,0.004,Line,Closed,34.31,-82.23,34.41,-82.22,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
524,426,425,1,0.00087,0.03219,Transformer,Closed,34.31,-82.23,34.31,-82.23,138,0,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
525,427,426,1,0.00068,0.00303,Line,Closed,34.31,-82.23,34.31,-82.23,138,0,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
526,428,151,1,0.00045,0.00601,Line,Closed,35.11,-81.97,34.93,-82.01,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
527,428,246,1,0.0011,0.01456,Line,Closed,35.11,-81.97,35.16,-81.43,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
528,429,139,1,0.00147,0.01409,Line,Closed,35.11,-81.97,35.14,-82,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
529,429,466,1,0.00185,0.01699,Line,Closed,35.11,-81.97,35.13,-81.91,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
530,429,428,1,0.00013,0.00868,Transformer,Closed,35.11,-81.97,35.11,-81.97,138,0,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
531,430,428,1,0.00118,0.06355,Transformer,Closed,35.11,-81.97,35.11,-81.97,138,0,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
532,431,428,1,0.00037,0.03646,Transformer,Closed,35.11,-81.97,35.11,-81.97,138,0,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
533,432,428,1,0.00023,0.03175,Transformer,Closed,35.11,-81.97,35.11,-81.97,138,0,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
534,433,428,1,0.0008,0.09098,Transformer,Closed,35.11,-81.97,35.11,-81.97,138,0,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
535,434,428,1,0.0003,0.02264,Transformer,Closed,35.11,-81.97,35.11,-81.97,138,0,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
536,435,428,1,0.00029,0.02826,Transformer,Closed,35.11,-81.97,35.11,-81.97,138,0,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
537,436,428,1,0.00022,0.01431,Transformer,Closed,35.11,-81.97,35.11,-81.97,138,0,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
538,437,428,1,0.00014,0.01844,Transformer,Closed,35.11,-81.97,35.11,-81.97,138,0,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
539,438,428,1,0.00052,0.02322,Transformer,Closed,35.11,-81.97,35.11,-81.97,138,0,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
540,439,428,1,0.00012,0.01452,Transformer,Closed,35.11,-81.97,35.11,-81.97,138,0,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
541,440,57,1,0.0006,0.00873,Line,Closed,34.6,-82.44,34.77,-82.23,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
542,440,386,1,0.00086,0.01226,Line,Closed,34.6,-82.44,34.68,-82.84,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
543,441,440,1,0.00058,0.02873,Transformer,Closed,34.6,-82.44,34.6,-82.44,138,0,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
544,441,384,1,0.00294,0.02819,Line,Closed,34.6,-82.44,34.63,-82.55,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
545,442,440,1,0.0005,0.04469,Transformer,Closed,34.6,-82.44,34.6,-82.44,138,0,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
546,443,440,1,0.00018,0.02669,Transformer,Closed,34.6,-82.44,34.6,-82.44,138,0,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
547,444,440,1,0.00108,0.08953,Transformer,Closed,34.6,-82.44,34.6,-82.44,138,0,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
548,445,185,1,0.00307,0.0282,Line,Closed,34.78,-82.56,34.77,-82.69,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
549,445,461,1,0.00331,0.03179,Line,Closed,34.78,-82.56,34.88,-82.58,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
550,446,445,1,0.00068,0.00358,Line,Closed,34.78,-82.56,34.78,-82.56,138,0,130.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
551,448,447,1,0.00058,0.00384,Line,Closed,34.68,-81.61,34.68,-81.61,138,0,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
552,449,330,1,0.00207,0.01991,Line,Closed,34.97,-81.91,34.95,-81.84,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
553,450,449,1,0.00052,0.00333,Line,Closed,34.97,-81.91,34.97,-81.91,138,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
554,451,449,1,0.00052,0.00319,Line,Closed,34.97,-81.91,34.97,-81.91,138,0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
555,452,76,1,0.00201,0.01932,Line,Closed,34.83,-80.91,34.8,-80.98,138,0,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
556,454,29,1,0.00247,0.02266,Line,Closed,33.87,-81.02,33.93,-80.95,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
557,454,453,1,0.0002,0.03057,Transformer,Closed,33.87,-81.02,33.87,-81.02,138,0,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
558,455,453,1,0.00026,0.01616,Transformer,Closed,33.87,-81.02,33.87,-81.02,138,0,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
559,456,453,1,0.00015,0.01668,Transformer,Closed,33.87,-81.02,33.87,-81.02,138,0,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
560,458,457,1,0.00201,0.07218,Transformer,Closed,33.89,-80.64,33.89,-80.64,138,0,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
561,459,496,1,0.00207,0.019,Line,Closed,35.01,-80.93,35.02,-81.01,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
562,460,340,1,0.0037,0.03551,Line,Closed,35.12,-82.13,35.14,-82.28,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
563,462,477,1,0.00501,0.04814,Line,Closed,34.72,-81.65,34.78,-81.85,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
564,462,465,1,0.00327,0.03141,Line,Closed,34.72,-81.65,34.83,-81.65,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
565,463,462,1,0.00181,0.09575,Transformer,Closed,34.72,-81.65,34.72,-81.65,138,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
566,465,464,1,0.00036,0.02723,Transformer,Closed,34.83,-81.65,34.83,-81.65,138,0,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
567,466,60,1,0.00201,0.01931,Line,Closed,35.13,-81.91,35.08,-81.86,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
568,468,289,1,0.00577,0.05541,Line,Closed,35.08,-82.63,34.99,-82.84,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
569,470,467,1,0.00163,0.01497,Line,Closed,34.74,-82.8,34.76,-82.76,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
570,471,464,1,0.00043,0.00613,Line,Closed,34.88,-81.84,34.83,-81.65,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
571,472,99,1,0.00332,0.03186,Line,Closed,34.88,-81.84,34.9,-81.71,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
572,472,471,1,0.00016,0.01869,Transformer,Closed,34.88,-81.84,34.88,-81.84,138,0,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
573,473,133,1,0.00475,0.04566,Line,Closed,34.76,-83.28,34.65,-83.15,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
574,475,147,1,0.00319,0.03058,Line,Closed,34.24,-81.33,34.13,-81.34,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
575,475,269,1,0.00353,0.03394,Line,Closed,34.24,-81.33,34.33,-81.42,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
576,476,486,1,0.0025,0.02402,Line,Closed,34.03,-81,34,-81.1,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
577,477,295,1,0.00349,0.03347,Line,Closed,34.78,-81.85,34.71,-81.74,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
578,479,354,1,0.00438,0.04202,Line,Closed,34.34,-80.7,34.33,-80.88,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
579,480,479,1,0.00242,0.06304,Transformer,Closed,34.34,-80.7,34.34,-80.7,138,0,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
580,481,479,1,0.00104,0.05504,Transformer,Closed,34.34,-80.7,34.34,-80.7,138,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
581,482,479,1,0.00123,0.03182,Transformer,Closed,34.34,-80.7,34.34,-80.7,138,0,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
582,483,479,1,0.00343,0.10067,Transformer,Closed,34.34,-80.7,34.34,-80.7,138,0,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
583,484,479,1,0.00146,0.05489,Transformer,Closed,34.34,-80.7,34.34,-80.7,138,0,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
584,485,499,1,0.00377,0.03462,Line,Closed,33.91,-81.08,33.89,-81.24,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
585,485,454,1,0.00205,0.01969,Line,Closed,33.91,-81.08,33.87,-81.02,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
586,488,156,1,0.00186,0.01707,Line,Closed,34.9,-82.26,34.86,-82.3,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
587,488,210,1,0.00371,0.03564,Line,Closed,34.9,-82.26,34.86,-82.11,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
588,489,149,1,0.00244,0.02347,Line,Closed,33.77,-82.24,33.75,-82.15,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
589,490,117,1,0.003,0.02751,Line,Closed,34.46,-82.36,34.36,-82.34,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
590,491,326,1,0.00239,0.02294,Line,Closed,34.1,-81.04,34.05,-81.11,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
591,492,336,1,0.00632,0.06069,Line,Closed,34.72,-81.23,34.52,-81.11,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
592,492,405,1,0.00432,0.0415,Line,Closed,34.72,-81.23,34.86,-81.24,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
593,493,380,1,0.00341,0.03274,Line,Closed,34.56,-81.49,34.49,-81.6,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
594,494,493,1,0.00119,0.0643,Transformer,Closed,34.56,-81.49,34.56,-81.49,138,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
595,495,449,1,0.00176,0.01617,Line,Closed,35,-81.96,34.97,-81.91,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
596,496,143,1,0.00204,0.01958,Line,Closed,35.02,-81.01,35.05,-81.07,138,0,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
597,497,496,1,0.00147,0.0647,Transformer,Closed,35.02,-81.01,35.02,-81.01,138,0,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
598,498,496,1,0.00401,0.11755,Transformer,Closed,35.02,-81.01,35.02,-81.01,138,0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
599,500,489,1,0.0047,0.04307,Line,Closed,33.93,-82.25,33.77,-82.24,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
